City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,susuman,62.7833,148.1667,10.19,68,87,3.49,RU,1691059975
286,andovoranto,-18.95,49.1,22.07,85,82,5.36,MG,1691059976
287,kotel'nikovo,47.6317,43.1461,33.36,32,88,4.89,RU,1691059978
288,gubkinskiy,64.434,76.5026,30.46,33,4,6.49,RU,1691059979
289,sola,-13.8833,167.55,23.14,92,100,7.62,VU,1691059980
290,talara,-4.5772,-81.2719,20.79,83,3,4.52,PE,1691059981
291,roma,43.2128,-75.4557,18.79,79,100,3.09,US,1691059923
292,gisborne,-38.6533,178.0042,7.82,75,95,7.62,NZ,1691059984
293,la libertad,-2.2333,-80.9,22.38,86,46,2.06,EC,1691059985
294,conduaga,8.862,117.4893,27.5,83,100,3.52,PH,1691059986
295,kokoda,-8.8785,147.7407,23.15,96,99,0.94,PG,1691059987
296,ponta delgada,37.7333,-25.6667,25.4,78,20,4.12,PT,1691059988
297,mahalapye,-23.1041,26.8142,17.18,44,11,6.8,BW,1691059990
298,muisne,0.6,-80.0333,25.21,87,93,3.74,EC,1691059991
299,simanggang,1.2472,111.4528,32.99,62,20,0.51,MY,1691059992
300,sault ste. marie,46.5168,-84.3333,17.31,100,75,2.06,CA,1691059975
301,armacao de buzios,-22.7469,-41.8817,19.03,77,0,4.82,BR,1691059994
302,rio grande,-32.035,-52.0986,14.06,80,98,5.88,BR,1691059822
303,laojunmiao,39.8333,97.7333,28.4,21,11,6.59,CN,1691059996
304,lazaro cardenas,17.9583,-102.2,26.13,88,99,1.78,MX,1691059997
305,la ligua,-32.4524,-71.2311,11.89,79,10,0.53,CL,1691059998
306,pisco,-13.7,-76.2167,19.03,72,100,1.03,PE,1691060000
307,fortuna,40.5982,-124.1573,14.19,96,0,0.0,US,1691060001
308,baiti,13.745,-14.7482,31.16,61,84,2.91,SN,1691060002
309,polyarnyy,69.1989,33.4478,24.01,52,35,6.67,RU,1691060003
310,nar'yan-mar,67.6713,53.087,27.79,43,1,2.97,RU,1691060004
311,temerluh,3.4506,102.4176,28.32,91,100,0.45,MY,1691060005
312,guerrero negro,27.9769,-114.0611,19.53,88,0,3.86,MX,1691060006
313,teluknaga,-6.0989,106.6381,31.1,74,20,4.12,ID,1691060007
314,ujae,8.9322,165.7642,28.56,78,56,4.79,MH,1691060008
315,la ronge,55.1001,-105.2842,11.14,100,100,0.51,CA,1691060009
316,shalkar,47.8288,59.6258,33.9,19,7,5.8,KZ,1691060011
317,pierre,44.3683,-100.351,21.51,88,0,1.34,US,1691060012
318,haiku-pauwela,20.9219,-156.3051,23.91,82,0,6.17,US,1691060014
319,kizilcahamam,40.4697,32.6506,33.04,23,0,4.44,TR,1691060015
320,kimberley,-28.7323,24.7623,17.83,32,0,5.66,ZA,1691060016
321,afif,23.9065,42.9172,41.64,7,1,4.67,SA,1691060017
322,yarim,14.298,44.3779,21.16,45,89,4.03,YE,1691060018
323,weno,7.4515,151.8468,29.11,71,25,1.76,FM,1691060019
324,nishinoomote,30.7333,131.0,27.32,86,96,9.16,JP,1691060020
325,victorica,-36.2151,-65.4359,5.67,36,1,3.7,AR,1691060021
326,padua,45.4152,11.8818,30.53,56,20,1.54,IT,1691060023
327,indramayu,-6.3264,108.32,27.92,76,1,6.02,ID,1691060024
328,tena,-0.9833,-77.8167,18.81,68,76,1.73,EC,1691060025
329,sao jose da coroa grande,-8.8978,-35.1478,24.77,76,87,5.27,BR,1691060026
330,commerce,34.0006,-118.1598,20.83,84,0,1.54,US,1691060027
331,ola,59.5833,151.2833,12.77,84,100,1.43,RU,1691060028
332,wabag,-5.4781,143.7021,14.16,98,95,0.1,PG,1691060029
333,sangin,32.0728,64.8359,42.42,5,0,5.79,AF,1691060030
334,bardai,11.65,7.2333,28.89,60,78,4.46,NG,1691060031
335,orden,46.3937,9.6963,18.49,73,73,3.17,CH,1691060033
336,fale old settlement,-9.3852,-171.2468,28.46,70,67,7.13,TK,1691060034
337,st. john's,47.5649,-52.7093,17.86,88,75,5.14,CA,1691059848
338,cam ranh,11.9214,109.1591,29.98,74,40,13.38,VN,1691060036
339,berdigestyakh,62.0989,126.6992,18.79,57,48,1.72,RU,1691060037
340,klyuchi,52.2667,79.1667,30.09,33,95,3.18,RU,1691060038
341,arraial do cabo,-22.9661,-42.0278,18.92,82,0,3.09,BR,1691060039
342,jayapura,-2.5333,140.7,25.66,86,77,1.56,ID,1691059808
343,preobrazheniye,42.9019,133.9064,18.77,99,90,4.43,RU,1691060042
344,crane,31.3974,-102.3501,25.92,55,81,7.12,US,1691060043
345,alpine,32.835,-116.7664,18.85,67,100,2.06,US,1691060044
346,bechar,31.6167,-2.2167,38.18,7,0,3.09,DZ,1691060045
347,ataq,14.5377,46.8319,34.27,30,41,3.95,YE,1691060047
348,staryye ozinki,51.1786,49.6769,29.25,34,100,3.13,RU,1691060048
349,gadzhiyevo,69.2551,33.3362,24.44,51,34,6.48,RU,1691060049
350,tarnogskiy gorodok,60.4997,43.5761,24.5,70,11,0.47,RU,1691060050
351,geneina,13.45,22.45,30.74,48,100,1.17,SD,1691060051
352,adjumani,3.3779,31.7909,25.18,65,89,2.85,UG,1691060053
353,zouerate,22.7187,-12.4521,36.97,12,1,4.72,MR,1691060054
354,bafra,41.5678,35.9069,28.82,57,13,3.08,TR,1691060055
355,nadi,-17.8,177.4167,23.0,78,20,4.12,FJ,1691060056
356,prince albert,53.2001,-105.7677,10.97,100,20,3.6,CA,1691060057
357,yevpatoriya,45.1972,33.3558,27.29,52,0,4.58,UA,1691060058
358,sanandrei,45.8531,21.1681,33.87,46,20,4.12,RO,1691060059
359,gotse delchev,41.5667,23.7333,34.13,29,0,2.49,BG,1691060061
360,port saint john's,-31.6229,29.5448,23.15,35,0,3.7,ZA,1691060062
361,smidovich,48.6,133.8167,20.23,57,100,5.65,RU,1691060064
362,lib,8.3122,167.3766,28.15,80,81,4.67,MH,1691060065
363,carnarvon,-24.8667,113.6333,17.4,51,39,6.7,AU,1691060066
364,igersheim,49.4944,9.8169,21.65,64,75,12.86,DE,1691060067
365,jiayuguan,39.8167,98.3,31.81,18,10,7.05,CN,1691060070
366,san martin de los andes,-40.1604,-71.3486,-4.09,93,18,0.89,AR,1691060071
367,manokwari,-0.8667,134.0833,26.69,81,90,2.03,ID,1691060072
368,ambovombe,-25.1667,46.0833,20.72,52,34,8.92,MG,1691060074
369,torbat-e jam,35.244,60.6225,36.39,8,0,10.92,IR,1691060075
370,akjoujt,19.6969,-14.4164,32.71,36,6,6.75,MR,1691060076
371,kremnica,48.7052,18.9183,18.66,72,98,1.65,SK,1691060077
372,contamana,-7.3333,-75.0167,20.73,82,2,0.33,PE,1691060079
373,sitka,57.0531,-135.33,15.94,82,0,3.09,US,1691060080
374,puerto aysen,-45.4,-72.7,3.9,99,100,2.86,CL,1691060081
375,ciudad del carmen,18.6333,-91.8333,25.98,86,100,4.12,MX,1691060082
376,yueyang,29.3333,113.0919,31.27,72,87,2.55,CN,1691060083
377,sao joao do piaui,-8.3581,-42.2467,25.34,64,32,5.58,BR,1691060086
378,pakse,15.1167,105.7833,29.08,79,75,1.03,LA,1691060087
379,kuressaare,58.2481,22.5039,17.23,98,100,8.49,EE,1691060088
380,taoudenni,22.6783,-3.9836,46.08,5,44,1.83,ML,1691060090
381,kayes,14.0,-11.0,29.57,62,95,2.87,ML,1691060091
382,newman,37.3138,-121.0208,16.99,72,1,1.63,US,1691060092
383,azacualpa,15.3433,-88.5514,24.36,99,100,0.43,HN,1691060093
384,cidade velha,14.9167,-23.6167,28.26,69,40,2.06,CV,1691060094
385,arkhangel'sk,64.5401,40.5433,27.98,38,41,1.67,RU,1691060095
386,waingapu,-9.6567,120.2641,24.38,79,4,4.86,ID,1691060096
387,murzuq,25.9155,13.9184,38.6,11,0,2.22,LY,1691060098
388,coscomatepec de bravo,19.0667,-97.0333,16.28,100,98,1.22,MX,1691060099
389,kolonia,50.9333,6.95,20.46,80,100,7.2,DE,1691060074
390,srivardhan,18.0333,73.0167,27.35,82,98,7.21,IN,1691060101
391,rukungiri,-0.8411,29.9419,24.77,39,86,2.45,UG,1691060103
392,nogliki,51.8333,143.1667,12.26,85,31,3.56,RU,1691060104
393,mount gambier,-37.8333,140.7667,16.8,45,70,6.77,AU,1691059839
394,leppavirta,62.4901,27.7826,21.08,60,85,3.1,FI,1691060106
395,nuku'alofa,-21.1333,-175.2,21.19,68,40,4.63,TO,1691060107
396,bathsheba,13.2167,-59.5167,26.34,89,20,4.12,BB,1691060109
397,najran,17.4924,44.1277,39.36,10,100,3.21,SA,1691060110
398,kazanskoye,55.6448,69.235,24.47,69,85,3.6,RU,1691060111
399,macau,22.2006,113.5461,30.89,84,20,5.14,MO,1691059926
400,at taraf,25.3628,49.725,49.3,7,0,10.46,SA,1691060113
401,kuznia raciborska,50.2006,18.3115,20.28,82,100,6.24,PL,1691060114
402,santiago de cao,-7.9589,-79.2392,18.07,94,75,1.03,PE,1691060115
403,zama,35.4889,139.3886,31.01,64,31,3.13,JP,1691060118
404,suva,-18.1416,178.4415,22.71,88,75,4.63,FJ,1691060002
405,saldanha,-33.0117,17.9442,25.03,48,1,8.67,ZA,1691060120
406,tura,25.5198,90.2201,26.27,92,99,2.52,IN,1691060121
407,bac lieu,9.285,105.7244,28.74,74,100,5.19,VN,1691060122
408,elko,41.0002,-115.5012,14.01,86,100,1.37,US,1691060123
409,yelizovo,53.1873,158.3805,13.08,100,20,3.13,RU,1691060124
410,swakopmund,-22.6833,14.5333,14.47,62,0,4.21,NA,1691060125
411,yeppoon,-23.1333,150.7333,18.88,79,0,7.86,AU,1691060128
412,beauceville,46.2179,-70.7787,13.06,93,57,2.06,CA,1691060129
413,sibolga,1.7427,98.7792,27.36,80,95,0.7,ID,1691060130
414,mega,4.05,38.3,16.55,60,100,8.26,ET,1691060132
415,saint-joseph,-21.3667,55.6167,24.21,82,27,6.89,RE,1691060133
416,chiplun,17.5333,73.5167,27.47,82,100,4.34,IN,1691060135
417,kachug,53.9606,105.8817,24.22,52,90,1.2,RU,1691060136
418,kapa'a,22.0752,-159.319,27.18,82,20,7.2,US,1691060137
419,colchani,-20.3,-66.9333,0.05,22,0,0.45,BO,1691060138
420,thurgoona,-36.0451,146.9919,13.22,93,4,1.9,AU,1691060139
421,basco,20.4487,121.9702,27.9,87,100,15.99,PH,1691060141
422,tabas,33.5959,56.9244,41.12,9,0,6.17,IR,1691060142
423,salinas,36.6777,-121.6555,14.72,91,100,2.57,US,1691059971
424,port lincoln,-34.7333,135.8667,18.17,64,100,7.47,AU,1691060144
425,namibe,-15.1961,12.1522,21.98,68,2,4.21,AO,1691060059
426,dori,14.0354,-0.0345,33.33,46,64,5.78,BF,1691060146
427,lianyuan,27.6883,111.6642,30.01,75,47,0.92,CN,1691060147
428,madang,-5.2246,145.7966,25.96,87,63,1.36,PG,1691060149
429,kardla,58.9978,22.7492,18.36,82,100,6.37,EE,1691060150
430,dourados,-22.2211,-54.8056,17.63,50,0,1.24,BR,1691060002
431,pacific grove,36.6177,-121.9166,14.68,88,100,2.57,US,1691060152
432,bushehr,28.9684,50.8385,39.05,53,3,5.14,IR,1691060153
433,manicore,-5.8092,-61.3003,23.71,88,94,0.12,BR,1691060154
434,cooper's town,26.8667,-77.5167,28.1,71,12,4.89,BS,1691060155
435,madalena,41.2162,-8.3345,22.09,58,1,3.1,PT,1691060156
436,callao,-12.0667,-77.15,20.4,73,100,3.09,PE,1691059907
437,magistral'nyy,56.1725,107.4458,23.04,46,16,2.31,RU,1691060158
438,kavieng,-2.5744,150.7967,27.15,80,21,2.84,PG,1691060160
439,mugia,43.1041,-9.2179,21.62,65,97,6.78,ES,1691060161
440,mammoth lakes,37.6485,-118.9721,10.75,55,0,0.0,US,1691060162
441,grand falls-windsor,48.9332,-55.6649,15.28,87,0,4.04,CA,1691060163
442,supe,-10.8,-77.7333,17.92,82,63,2.26,PE,1691060164
443,kiruna,67.8557,20.2251,16.51,77,100,5.66,SE,1691060166
444,floro,61.5996,5.0328,20.04,68,40,6.17,NO,1691060167
445,saudarkrokur,65.7461,-19.6394,13.01,64,29,1.16,IS,1691060168
446,myeik,12.4333,98.6,27.09,87,93,5.43,MM,1691060170
447,sibut,5.718,19.0739,24.53,80,100,2.68,CF,1691060171
448,vincennes,48.85,2.4333,18.42,80,100,7.72,FR,1691060172
449,saint-philippe,-21.3585,55.7679,24.77,85,50,6.36,RE,1691060173
450,norderney,53.7,7.15,22.32,81,53,6.07,DE,1691060174
451,torghay,49.6339,63.4981,33.4,25,45,6.61,KZ,1691060175
452,sharanga,57.1775,46.5396,27.06,43,47,1.05,RU,1691060176
453,ostersund,63.1792,14.6357,20.34,63,20,4.63,SE,1691060177
454,midvagur,62.0511,-7.1939,10.46,87,75,9.77,FO,1691060179
455,ma'an,26.9775,110.7211,29.61,70,96,0.42,CN,1691060181
456,cabedelo,-6.9811,-34.8339,24.37,78,79,7.04,BR,1691060140
457,kaoma,-14.7833,24.8,25.68,26,0,3.57,ZM,1691060183
458,glace bay,46.1969,-59.957,18.83,91,20,3.09,CA,1691060184
459,acarau,-2.8856,-40.12,27.15,69,20,7.7,BR,1691060185
460,arraias,-12.9288,-46.9437,22.74,41,88,2.18,BR,1691060187
461,mangaratiba,-22.9597,-44.0406,20.48,62,0,3.1,BR,1691060188
462,port blair,11.6667,92.75,30.02,74,40,6.69,IN,1691060190
463,lana,46.6124,11.1559,27.68,92,99,1.49,IT,1691060191
464,ginowan,26.2627,127.7615,27.77,92,100,13.38,JP,1691060192
465,bani walid,31.7566,13.9942,37.37,18,0,2.0,LY,1691060193
466,coahuayana de hidalgo,18.7,-103.6583,25.55,92,87,1.54,MX,1691060194
467,tanque verde,32.2517,-110.7373,29.36,45,0,3.09,US,1691060195
468,remire-montjoly,4.9167,-52.2667,24.02,94,0,0.0,GF,1691060196
469,puerto colombia,10.9878,-74.9547,27.05,84,77,6.03,CO,1691060197
470,majene,-3.5403,118.9707,26.23,82,2,1.74,ID,1691060198
471,tolanaro,-25.0319,46.9987,22.04,60,75,6.17,MG,1691060199
472,labuan,5.2767,115.2417,28.2,78,20,1.03,MY,1691060201
473,moncks corner,33.196,-80.0131,23.24,89,0,0.0,US,1691060202
474,priargunsk,50.3691,119.1012,13.88,83,100,6.85,RU,1691060203
475,yerofey pavlovich,53.9667,121.9667,18.02,55,27,2.26,RU,1691060204
476,gaspe,48.8334,-64.4819,12.95,100,0,1.54,CA,1691060205
477,hanawa,40.1836,140.7872,26.58,91,83,1.41,JP,1691060206
478,nacala,-14.5428,40.6728,29.62,48,75,6.69,MZ,1691060208
479,mission,26.2159,-98.3253,27.73,84,0,2.06,US,1691060063
480,atamyrat,37.8357,65.2106,43.09,8,0,8.13,TM,1691060210
481,rikaze,29.25,88.8833,22.23,33,100,0.83,CN,1691060211
482,daru,-9.0763,143.2092,24.7,83,70,8.59,PG,1691060212
483,puerto lempira,15.2667,-83.7667,25.05,91,39,0.85,HN,1691060213
484,sungai penuh,-2.0833,101.3833,20.31,98,95,0.74,ID,1691060214
485,sajir,25.1825,44.5996,43.57,7,0,3.56,SA,1691060215
486,hermosillo,29.0667,-110.9667,31.49,54,0,1.25,MX,1691060216
487,sabha,27.0377,14.4283,38.31,12,0,2.6,LY,1691060218
488,shijiang,27.0819,110.7933,29.51,72,96,0.36,CN,1691060219
489,saint andrews,34.0454,-81.1293,23.49,83,100,2.06,US,1691060220
490,shakiso,5.75,38.9167,16.23,88,100,1.99,ET,1691060221
491,griffith,41.5284,-87.4237,21.05,95,0,1.54,US,1691060222
492,kirensk,57.7853,108.1119,23.98,47,2,1.76,RU,1691060223
493,ayancik,41.9447,34.5861,26.15,65,4,2.57,TR,1691060224
494,gaitania,3.0906,-75.6723,16.04,81,55,2.03,CO,1691060225
495,kangding,30.0513,101.9603,17.77,96,95,2.32,CN,1691060227
496,la passe,45.5549,-0.8967,21.13,65,29,10.07,FR,1691060228
497,mili,6.0815,171.735,28.41,75,62,3.74,MH,1691060229
498,kupino,54.3663,77.2981,29.86,39,74,4.19,RU,1691060230
499,bonanza,14.0289,-84.591,21.7,99,65,1.0,NI,1691060231
500,kuqa,41.7278,82.9364,32.78,21,98,2.47,CN,1691060232
501,noosa heads,-26.3833,153.15,16.3,68,23,7.57,AU,1691060233
502,tazovsky,67.4667,78.7,22.97,49,10,4.97,RU,1691060234
503,morehead city,34.7229,-76.726,22.77,85,0,2.06,US,1691060030
504,abepura,-2.6333,140.5833,25.45,83,20,1.54,ID,1691060237
505,phan thiet,10.9333,108.1,26.2,88,100,5.44,VN,1691060238
506,takestan,36.0696,49.6959,39.07,9,8,9.35,IR,1691060239
507,dingli,35.8614,14.3822,31.09,48,0,5.66,MT,1691060240
508,hirna,9.2167,41.1,21.16,68,60,4.11,ET,1691060241
509,axim,4.8699,-2.2405,26.47,70,99,4.02,GH,1691060242
510,fiambala,-27.6871,-67.6149,11.39,44,1,1.02,AR,1691060243
511,grande prairie,55.1667,-118.8027,13.1,94,75,3.6,CA,1691060027
512,salamanca,40.8333,-6.0,22.01,27,0,4.25,ES,1691060247
513,ugoofaaru,5.6667,73.0,28.38,72,72,4.69,MV,1691060248
514,metlili chaamba,32.2667,3.6333,39.52,11,0,2.06,DZ,1691060249
515,novyy urgal,51.0736,132.5642,17.33,66,85,0.99,RU,1691060250
516,kapuskasing,49.4169,-82.4331,13.0,94,40,2.06,CA,1691060251
517,lhokseumawe,5.1801,97.1507,28.35,78,90,1.88,ID,1691060252
518,san nicolas,18.1725,120.5953,27.95,89,75,7.2,PH,1691060254
519,grange,-34.9,138.4833,22.07,41,0,7.72,AU,1691060255
520,lajere,11.9797,11.4443,33.69,43,92,4.96,NG,1691060256
521,kukawa,12.9234,13.5606,34.99,39,67,3.78,NG,1691060257
522,tanout,14.9709,8.8879,33.55,41,29,7.34,NE,1691060258
523,mount isa,-20.7333,139.5,17.87,52,0,2.57,AU,1691060259
524,hotan,37.0997,79.9269,33.49,19,29,2.1,CN,1691060260
525,buncrana,55.1333,-7.45,16.87,85,89,8.05,IE,1691060261
526,saltillo,25.4167,-101.0,20.72,61,0,0.94,MX,1691060262
527,boa vista,2.8197,-60.6733,23.99,94,40,1.03,BR,1691060264
528,sydney mines,46.2367,-60.2177,19.27,91,20,3.09,CA,1691060265
529,nuuk,64.1835,-51.7216,6.6,93,63,3.58,GL,1691060266
530,kamina,-8.7386,24.9906,30.51,19,35,3.11,CD,1691060267
531,celestun,20.8667,-90.4,25.09,80,44,3.55,MX,1691060268
532,walvis bay,-22.9575,14.5053,14.53,77,0,4.12,NA,1691060269
533,zhangjiakou,40.81,114.8794,29.68,72,45,2.6,CN,1691060007
534,sur,22.5667,59.5289,33.81,58,63,2.88,OM,1691060271
535,flying fish cove,-10.4217,105.6791,23.82,94,100,6.69,CX,1691060272
536,conde,-7.2597,-34.9075,23.7,94,40,3.09,BR,1691060273
537,mejit,10.2753,170.8646,28.1,80,35,7.04,MH,1691060275
538,nemuro,43.3236,145.575,18.51,93,100,6.9,JP,1691060276
539,harar,9.3094,42.1258,17.28,76,86,5.65,ET,1691060277
540,magadan,59.5667,150.8,12.41,85,100,0.94,RU,1691060279
541,opuwo,-18.0607,13.84,27.0,8,2,2.49,NA,1691060280
542,luderitz,-26.6481,15.1594,21.11,30,2,6.04,NA,1691060281
543,kresttsy,58.2452,32.5165,27.88,46,54,4.55,RU,1691060282
544,qui nhon,13.7667,109.2333,30.01,72,99,3.04,VN,1691060283
545,clarence-rockland,45.5501,-75.291,18.05,92,100,3.02,CA,1691060136
546,sao gabriel da cachoeira,-0.1303,-67.0892,21.97,99,94,0.39,BR,1691060286
547,camana,-16.6228,-72.7111,15.85,85,11,1.78,PE,1691060287
548,christchurch,-43.5333,172.6333,5.53,87,67,1.03,NZ,1691060089
549,labytnangi,66.6572,66.4183,26.8,44,1,6.22,RU,1691060290
550,motueka,-41.1333,173.0167,5.61,83,4,1.67,NZ,1691060291
551,skovorodino,53.9833,123.9167,18.3,59,48,2.07,RU,1691060292
552,al kharj,24.155,47.3346,48.32,6,0,6.44,SA,1691060293
553,ust-tsilma,65.441,52.1498,28.99,35,30,1.92,RU,1691060294
554,taroa,8.7058,171.2275,28.29,78,63,5.89,MH,1691060295
555,pocone,-16.2567,-56.6228,23.42,38,0,1.55,BR,1691060297
556,as sulayyil,20.4607,45.5779,45.14,6,13,2.17,SA,1691060298
557,fiche,9.8,38.7333,14.89,70,89,0.96,ET,1691060299
558,hyesan,41.4017,128.1778,23.53,84,28,1.52,KP,1691060300
559,al wasitah,29.3378,31.2056,38.05,14,0,5.41,EG,1691060301
560,kimbe,-5.5502,150.1429,25.29,84,78,3.65,PG,1691060302
561,papao,-17.75,-149.55,22.82,73,1,5.81,PF,1691060303
562,nizhniy odes,63.6445,54.856,26.68,40,93,3.38,RU,1691060304
563,arar,30.9753,41.0381,41.01,8,0,2.06,SA,1691060306
564,ghaziabad,28.6667,77.4333,34.08,46,64,1.76,IN,1691060307
565,goure,13.9835,10.2704,34.92,37,81,5.44,NE,1691060308
566,guiuan,11.0333,125.7247,29.3,78,100,4.52,PH,1691060309
567,tomatlan,19.9333,-105.25,24.01,95,68,1.3,MX,1691060310
568,motomachi,43.8228,144.1044,25.01,88,75,2.57,JP,1691060311
569,ndele,8.4109,20.6473,29.38,59,78,3.45,CF,1691060313
570,barrouallie,13.2333,-61.2667,25.79,83,40,3.6,VC,1691060314
571,brownwood,31.7093,-98.9912,27.0,62,0,3.09,US,1691060048
572,shingu,33.7333,135.9833,26.11,92,56,2.16,JP,1691060317
573,mahina,-17.5065,-149.489,22.87,83,0,0.51,PF,1691060318
